dataset,run,indiv,L,delta,VAR,CNN,HV,ARI,clusters,time
seeds,2,0,10,93.09934440657646,7.0,0.0,72.70509149709189,0.0,1,9.917637348175049
seeds,2,1,10,93.09934440657646,7.0,0.0,203.98918611637606,0.0,1,9.917637348175049
seeds,2,2,10,93.09934440657646,3.008301254923306,86.69920634920653,214.8917234775709,0.1123181355564408,14,9.917637348175049
seeds,2,3,10,93.09934440657646,5.770583809846035,17.19603174603194,224.7551637617446,0.010337493147225174,4,9.917637348175049
seeds,2,4,10,93.09934440657646,4.967613398621802,17.626587301587477,246.5679123212405,0.1799479660228467,2,9.917637348175049
seeds,2,5,10,93.09934440657646,6.3646739664570955,6.507936507936705,252.6816698206314,0.003957718375356623,2,9.917637348175049
seeds,2,6,10,93.09934440657646,6.752490281422208,5.071428571428758,262.26404431589805,0.0005547833719535054,2,9.917637348175049
seeds,2,7,10,93.09934440657646,5.792675211487053,13.752380952381149,265.02026142666415,0.009631739439221142,3,9.917637348175049
seeds,2,8,10,93.09934440657646,3.0560215670310744,78.08134920634939,266.47845826702314,0.13164567479237368,12,9.917637348175049
seeds,2,9,10,93.09934440657646,4.484900653730277,24.871031746031917,270.38588593021177,0.1735667772976673,3,9.917637348175049
seeds,2,10,10,93.09934440657646,4.724394804252724,24.755952380952564,270.9413592468172,0.1509093011651716,3,9.917637348175049
seeds,2,11,10,93.09934440657646,6.979217329482574,3.4436507936509857,277.05327616550755,0.0001840431923080827,2,9.917637348175049
seeds,2,12,10,93.09934440657646,6.047786373833703,12.166269841270033,277.6381558179726,0.026823049931515953,2,9.917637348175049
seeds,2,13,10,93.09934440657646,6.34199817750535,9.951587301587502,277.6812713090248,0.005518428117886461,3,9.917637348175049
seeds,2,14,10,93.09934440657646,4.0914595556551925,32.58531746031764,281.3193691162468,0.18024522201235715,4,9.917637348175049
seeds,2,15,10,93.09934440657646,3.0231043954657864,83.13174603174622,281.5748014376508,0.11771462230919368,13,9.917637348175049
seeds,2,16,10,93.09934440657646,4.057493631110497,34.88492063492082,281.84909436125145,0.18958656554395656,5,9.917637348175049
seeds,2,17,10,93.09934440657646,4.237072115225737,29.79285714285732,282.38440759655674,0.1821799228518122,3,9.917637348175049
seeds,2,18,10,93.09934440657646,4.447451952815901,27.170634920635095,284.9307587951306,0.18371244663556213,4,9.917637348175049
