dataset,run,indiv,L,delta,VAR,CNN,HV,ARI,clusters,time
backnote,2,0,10,97.3002537642198,0.5656452622565739,78.43730158730156,83.76147769004265,0.1561461760756708,33,20.495678663253784
backnote,2,1,10,97.3002537642198,3.9999999999999987,0.0,191.90790119605816,0.0,1,20.495678663253784
backnote,2,2,10,97.3002537642198,3.9999999999999987,0.0,236.818750383494,0.0,1,20.495678663253784
backnote,2,3,10,97.3002537642198,3.016263668506435,0.2249999999999466,245.59501668257445,-0.0017208806780921993,5,20.495678663253784
backnote,2,4,10,97.3002537642198,2.316613341097009,3.1289682539681993,263.37413308007797,0.7554094071723986,8,20.495678663253784
backnote,2,5,10,97.3002537642198,0.5680313685262883,74.23174603174601,267.04875143867235,0.15676351803307598,31,20.495678663253784
backnote,2,6,10,97.3002537642198,0.5745183411442395,69.79801587301586,275.1951508351996,0.15810459894047282,29,20.495678663253784
backnote,2,7,10,97.3002537642198,0.5770372181298622,64.16230158730157,283.40962704478363,0.15899728570122074,29,20.495678663253784
backnote,2,8,10,97.3002537642198,1.761862345295093,4.896428571428515,286.30525810295455,0.5708981073879587,10,20.495678663253784
backnote,2,9,10,97.3002537642198,2.7604731909743694,1.5634920634920157,289.0581507558288,0.010789165463688907,7,20.495678663253784
backnote,2,10,10,97.3002537642198,2.9133766066269255,0.6361111111110591,298.12274063394347,0.011288749068637622,7,20.495678663253784
backnote,2,11,10,97.3002537642198,0.5815317101491034,61.64682539682538,301.0876386503145,0.1614251540286503,28,20.495678663253784
backnote,2,12,10,97.3002537642198,2.5820263704637334,2.4523809523809006,306.41765895642965,0.02615683091039652,8,20.495678663253784
backnote,2,13,10,97.3002537642198,1.9106172070181957,4.785317460317404,308.0116864974475,0.6117699992651771,10,20.495678663253784
backnote,2,14,10,97.3002537642198,1.003492835599961,19.000396825396777,308.1854966594641,0.35243237901241165,16,20.495678663253784
backnote,2,15,10,97.3002537642198,0.9773615695488599,20.66111111111106,308.57528749057076,0.311201390441126,16,20.495678663253784
backnote,2,16,10,97.3002537642198,2.463612284274301,2.9880952380951897,310.55214559019566,0.011389827010431784,7,20.495678663253784
backnote,2,17,10,97.3002537642198,2.179427377508577,3.36071428571423,311.0544880369421,0.6531244277830126,9,20.495678663253784
backnote,2,18,10,97.3002537642198,2.0427912544022178,3.471825396825341,311.6873984337474,0.6090931856489691,9,20.495678663253784
backnote,2,19,10,97.3002537642198,1.7361835423583245,5.971031746031697,311.9498292444823,0.5469941665715659,12,20.495678663253784
backnote,2,20,10,97.3002537642198,2.1835965837124753,3.2607142857142297,312.2115774351089,0.6535464225709926,8,20.495678663253784
backnote,2,21,10,97.3002537642198,2.4585416651442555,3.08809523809519,312.32208581852876,0.011248943302548881,9,20.495678663253784
backnote,2,22,10,97.3002537642198,0.5986595899985011,56.14166666666665,312.44056742308294,0.16293534082301048,25,20.495678663253784
backnote,2,23,10,97.3002537642198,1.373798495344758,10.142460317460273,312.63850621281654,0.48161846852216655,14,20.495678663253784
backnote,2,24,10,97.3002537642198,0.5855663832422876,59.96190476190475,312.8375748665627,0.1616003663422821,27,20.495678663253784
backnote,2,25,10,97.3002537642198,1.3540565225764665,11.117063492063455,312.97076555606816,0.46058718199957205,15,20.495678663253784
backnote,2,26,10,97.3002537642198,0.8721457477168694,26.296428571428528,313.0652299987206,0.2833225531080781,20,20.495678663253784
backnote,2,27,10,97.3002537642198,0.8572082325539552,27.661111111111083,313.1981681806328,0.28080194171410283,17,20.495678663253784
backnote,2,28,10,97.3002537642198,1.3138154544185234,11.914682539682477,313.554734752113,0.38960432253749144,13,20.495678663253784
backnote,2,29,10,97.3002537642198,1.535656444925453,7.7555555555555085,313.5928107950321,0.5153399062714443,12,20.495678663253784
backnote,2,30,10,97.3002537642198,2.9175458128308236,0.5361111111110591,313.63445879347165,0.01171186544568758,6,20.495678663253784
backnote,2,31,10,97.3002537642198,0.619981509991074,48.70436507936506,313.73613684997906,0.17208103413453366,23,20.495678663253784
backnote,2,32,10,97.3002537642198,1.2496012389935462,12.950396825396782,313.82824627254587,0.4533436620250547,14,20.495678663253784
backnote,2,33,10,97.3002537642198,0.5906000791007541,58.67182539682538,313.87793588181694,0.1622261304526497,26,20.495678663253784
backnote,2,34,10,97.3002537642198,0.6149478141326077,49.99444444444443,313.9361894582439,0.17145512612820787,24,20.495678663253784
backnote,2,35,10,97.3002537642198,0.5936258941400347,57.431746031746016,314.00457271167693,0.16230956635769014,26,20.495678663253784
backnote,2,36,10,97.3002537642198,2.017112451465449,4.546428571428523,314.06341819083485,0.5851679107585278,11,20.495678663253784
backnote,2,37,10,97.3002537642198,1.9147864132220933,4.685317460317404,314.0694274957368,0.612191586983446,9,20.495678663253784
